timestamp,datetime,brightness,noise_level,motion_level,emotion,valence,arousal,typing_speed,focus_level,productivity_score,wellbeing_score,mood_score,environment_score
1745486920.522373,2025-04-24 17:28:40.522377,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745486921.541277,2025-04-24 17:28:41.541281,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5,0.35,0.24,-0.2,0.4
1745486922.547223,2025-04-24 17:28:42.547230,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.4967969346046448,0.34775785422325134,0.24,-0.2,0.4
1745486923.553371,2025-04-24 17:28:43.553377,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5064809166406375,0.3545366416484463,0.24,-0.2,0.4
1745486924.559477,2025-04-24 17:28:44.559487,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5064809166406375,0.3545366416484463,0.24,-0.2,0.4
1745486925.56611,2025-04-24 17:28:45.566117,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5143802976076449,0.3600662083253514,0.24,-0.2,0.4
1745486926.570747,2025-04-24 17:28:46.570754,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5255460530117213,0.3678822371082049,0.24,-0.2,0.4
1745486927.575095,2025-04-24 17:28:47.575103,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5255460530117213,0.3678822371082049,0.24,-0.2,0.4
1745486928.579438,2025-04-24 17:28:48.579449,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5356722577047748,0.3749705803933423,0.24,-0.2,0.4
1745486929.582778,2025-04-24 17:28:49.582786,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5356722577047748,0.3749705803933423,0.24,-0.2,0.4
1745486930.586516,2025-04-24 17:28:50.586524,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5383114087934054,0.3768179861553838,0.24,-0.2,0.4
1745486931.589881,2025-04-24 17:28:51.589888,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5400661931635984,0.37804633521451886,0.24,-0.2,0.4
1745486932.592765,2025-04-24 17:28:52.592772,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5400661931635984,0.37804633521451886,0.24,-0.2,0.4
1745486933.599037,2025-04-24 17:28:53.599042,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5345107228244614,0.374157505977123,0.24,-0.2,0.4
1745486934.605044,2025-04-24 17:28:54.605051,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5288742975647216,0.3702120082953051,0.24,-0.2,0.4
1745486935.609403,2025-04-24 17:28:55.609409,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5288742975647216,0.3702120082953051,0.24,-0.2,0.4
1745486936.612859,2025-04-24 17:28:56.612882,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5269546839718481,0.36886827878029366,0.24,-0.2,0.4
1745486937.616394,2025-04-24 17:28:57.616401,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5269546839718481,0.36886827878029366,0.24,-0.2,0.4
1745486938.618796,2025-04-24 17:28:58.618805,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5199526203848198,0.3639668342693739,0.24,-0.2,0.4
1745486939.625178,2025-04-24 17:28:59.625184,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5170890750363063,0.36196235252541437,0.24,-0.2,0.4
1745486940.631177,2025-04-24 17:29:00.631184,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5170890750363063,0.36196235252541437,0.24,-0.2,0.4
1745486941.637449,2025-04-24 17:29:01.637471,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5334634701151018,0.3734244290805712,0.24,-0.2,0.4
1745486942.645716,2025-04-24 17:29:02.645724,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5470634696693829,0.382944428768568,0.24,-0.2,0.4
1745486943.650671,2025-04-24 17:29:03.650677,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5470634696693829,0.382944428768568,0.24,-0.2,0.4
1745486944.656171,2025-04-24 17:29:04.656179,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5656008866308787,0.3959206206416151,0.24,-0.2,0.4
1745486945.6624,2025-04-24 17:29:05.662408,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5656008866308787,0.3959206206416151,0.24,-0.2,0.4
1745486946.664203,2025-04-24 17:29:06.664208,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5608549196013544,0.39259844372094804,0.24,-0.2,0.4
1745486947.66697,2025-04-24 17:29:07.666975,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.555161675515933,0.38861317286115304,0.24,-0.2,0.4
1745486948.672894,2025-04-24 17:29:08.672900,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.555161675515933,0.38861317286115304,0.24,-0.2,0.4
1745486949.675101,2025-04-24 17:29:09.675108,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5434111611617298,0.3803878128132109,0.24,-0.2,0.4
1745486950.678595,2025-04-24 17:29:10.678604,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5434111611617298,0.3803878128132109,0.24,-0.2,0.4
1745486951.682373,2025-04-24 17:29:11.682379,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5348519885906988,0.3743963920134892,0.24,-0.2,0.4
1745486952.68523,2025-04-24 17:29:12.685237,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5319716363355458,0.372380145434882,0.24,-0.2,0.4
1745486953.691233,2025-04-24 17:29:13.691240,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5319716363355458,0.372380145434882,0.24,-0.2,0.4
1745486954.698643,2025-04-24 17:29:14.698650,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5319510306161851,0.37236572143132957,0.24,-0.2,0.4
1745486955.700347,2025-04-24 17:29:15.700355,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5302698802996489,0.37118891620975425,0.24,-0.2,0.4
1745486956.707063,2025-04-24 17:29:16.707072,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5302698802996489,0.37118891620975425,0.24,-0.2,0.4
1745486957.709093,2025-04-24 17:29:17.709100,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5227357137295517,0.3659149996106862,0.24,-0.2,0.4
1745486958.713844,2025-04-24 17:29:18.713851,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5227357137295517,0.3659149996106862,0.24,-0.2,0.4
1745486959.730682,2025-04-24 17:29:19.730700,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5149605959384966,0.3604724171569476,0.24,-0.2,0.4
1745486960.740412,2025-04-24 17:29:20.740422,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5103042376188267,0.35721296633317867,0.24,-0.2,0.4
1745486961.743752,2025-04-24 17:29:21.743761,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5103042376188267,0.35721296633317867,0.24,-0.2,0.4
1745486962.747063,2025-04-24 17:29:22.747069,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5006305502043646,0.35044138514305523,0.24,-0.2,0.4
1745486963.753033,2025-04-24 17:29:23.753040,0.0,0.0,0.0,neutral,-0.2,0.0,0.0,0.5061391320077757,0.354297392405443,0.24,-0.2,0.4
1745486964.757281,2025-04-24 17:29:24.757288,0.0,0.0,0.0,neutral,-0.2,0.0,136.72315242353073,0.5061391320077757,0.4910205448289737,0.24,-0.2,0.4
1745486965.763526,2025-04-24 17:29:25.763533,0.0,0.0,0.0,neutral,-0.2,0.0,136.72315242353073,0.5530268583396533,0.5238419532612879,0.24,-0.2,0.4
1745486966.765912,2025-04-24 17:29:26.765917,0.0,0.0,0.0,neutral,-0.2,0.0,125.68150706994636,0.5530268583396533,0.5128003079077036,0.24,-0.2,0.4
