timestamp,datetime,brightness,noise_level,motion_level,emotion,valence,arousal,typing_speed,focus_level,productivity_score,wellbeing_score,mood_score,environment_score
1745481603.877544,2025-04-24 16:00:03.877547,0.5612460331137664,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,7.093300009289984e-08,4.965310006502988e-08,0.198,-0.33999999999999997,0.9265047602634803
1745481604.883595,2025-04-24 16:00:04.883598,0.5364731732536765,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,7.093300009289984e-08,4.965310006502988e-08,0.198,-0.33999999999999997,0.9562321920955882
1745481605.88583,2025-04-24 16:00:05.885832,0.5357969898897059,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,4.965310006502988e-08,3.475717004552091e-08,0.198,-0.33999999999999997,0.9570436121323529
1745481606.901907,2025-04-24 16:00:06.901910,0.5379345639297386,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,3.475717004552091e-08,2.4330019031864638e-08,0.198,-0.33999999999999997,0.9544785232843137
1745481607.906512,2025-04-24 16:00:07.906515,0.5572048419628268,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,3.475717004552091e-08,2.4330019031864638e-08,0.198,-0.33999999999999997,0.9313541896446078
1745481608.922232,2025-04-24 16:00:08.922236,0.5726112451491012,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.4330019031864638e-08,1.7031013322305244e-08,0.198,-0.33999999999999997,0.9128665058210785
1745481609.930024,2025-04-24 16:00:09.930026,0.5684119561887255,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.7031013322305244e-08,1.192170932561367e-08,0.198,-0.33999999999999997,0.9179056525735294
1745481610.935534,2025-04-24 16:00:10.935536,0.5633608206954657,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.7031013322305244e-08,1.192170932561367e-08,0.198,-0.33999999999999997,0.9239670151654412
1745481611.940671,2025-04-24 16:00:11.940673,0.5665118049172794,0.0,0.0,sad,-0.26,0.22000000000000003,0.0,1.192170932561367e-08,8.345196527929569e-09,0.222,-0.26,0.9201858340992648
1745481612.946691,2025-04-24 16:00:12.946694,0.5629455901501226,0.0,0.0,sad,-0.1,0.24000000000000005,0.0,1.192170932561367e-08,8.345196527929569e-09,0.27,-0.1,0.9244652918198529
1745481613.952884,2025-04-24 16:00:13.952886,0.5577432278901143,0.0,0.0,sad,-0.18,0.22999999999999998,0.0,8.345196527929569e-09,5.841637569550698e-09,0.246,-0.18,0.9307081265318629
1745481614.957154,2025-04-24 16:00:14.957156,0.5497399311938317,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,5.841637569550698e-09,4.089146298685488e-09,0.198,-0.33999999999999997,0.940312082567402
1745481615.963114,2025-04-24 16:00:15.963117,0.5431974762561275,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,4.089146298685488e-09,2.8624024090798415e-09,0.198,-0.33999999999999997,0.948163028492647
1745481616.969757,2025-04-24 16:00:16.969759,0.5267120800142974,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,4.089146298685488e-09,2.8624024090798415e-09,0.198,-0.33999999999999997,0.9679455039828432
1745481617.976199,2025-04-24 16:00:17.976201,0.5127533381842321,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.8624024090798415e-09,2.003681686355889e-09,0.198,-0.33999999999999997,0.9846959941789215
1745481618.982287,2025-04-24 16:00:18.982289,0.5145493834252451,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.003681686355889e-09,1.4025771804491222e-09,0.198,-0.33999999999999997,0.9825407398897058
1745481619.988827,2025-04-24 16:00:19.988837,0.5147829478145425,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.003681686355889e-09,1.4025771804491222e-09,0.198,-0.33999999999999997,0.9822604626225491
1745481620.992314,2025-04-24 16:00:20.992316,0.5189652745863971,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.4025771804491222e-09,9.818040263143855e-10,0.198,-0.33999999999999997,0.9772416704963235
1745481621.998742,2025-04-24 16:00:21.998744,0.5347545349520016,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.4025771804491222e-09,9.818040263143855e-10,0.198,-0.33999999999999997,0.958294558057598
1745481623.005802,2025-04-24 16:00:23.005805,0.5540781664879494,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,9.818040263143855e-10,6.872628184200698e-10,0.198,-0.33999999999999997,0.9351062002144608
1745481624.007882,2025-04-24 16:00:24.007885,0.5710178110957925,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,6.872628184200698e-10,4.810839728940489e-10,0.198,-0.33999999999999997,0.914778626685049
1745481625.014467,2025-04-24 16:00:25.014469,0.6069533962673611,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,6.872628184200698e-10,4.810839728940489e-10,0.198,-0.33999999999999997,0.8716559244791666
1745481626.018195,2025-04-24 16:00:26.018198,0.6244631682751226,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,4.810839728940489e-10,3.367587810258342e-10,0.198,-0.33999999999999997,0.8506441980698529
1745481627.024471,2025-04-24 16:00:27.024474,0.620239235472835,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,4.810839728940489e-10,3.367587810258342e-10,0.198,-0.33999999999999997,0.855712917432598
1745481628.029354,2025-04-24 16:00:28.029357,0.613496377782884,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,3.367587810258342e-10,2.357311467180839e-10,0.198,-0.33999999999999997,0.8638043466605392
1745481629.034505,2025-04-24 16:00:29.034508,0.6045114857792074,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.357311467180839e-10,1.6501180270265873e-10,0.198,-0.33999999999999997,0.8745862170649511
1745481630.040878,2025-04-24 16:00:30.040880,0.5928450201695262,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.357311467180839e-10,1.6501180270265873e-10,0.198,-0.33999999999999997,0.8885859757965685
1745481631.045944,2025-04-24 16:00:31.045946,0.5902192382812499,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.6501180270265873e-10,1.155082618918611e-10,0.198,-0.33999999999999997,0.8917369140625001
1745481632.05255,2025-04-24 16:00:32.052553,0.5884249802134395,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.155082618918611e-10,8.085578332430277e-11,0.198,-0.33999999999999997,0.8938900237438726
1745481633.055294,2025-04-24 16:00:33.055297,0.5929679776858661,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.155082618918611e-10,8.085578332430277e-11,0.198,-0.33999999999999997,0.8884384267769607
1745481634.058925,2025-04-24 16:00:34.058931,0.5889039522058824,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,8.085578332430277e-11,5.659904832701194e-11,0.198,-0.33999999999999997,0.893315257352941
1745481635.092007,2025-04-24 16:00:35.092010,0.5844482102736929,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,5.659904832701194e-11,3.961933382890836e-11,0.198,-0.33999999999999997,0.8986621476715686
1745481636.099063,2025-04-24 16:00:36.099066,0.5736816661560457,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,5.659904832701194e-11,3.961933382890836e-11,0.198,-0.33999999999999997,0.9115820006127452
1745481637.106063,2025-04-24 16:00:37.106067,0.5745184110753676,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,3.961933382890836e-11,2.773353368023585e-11,0.198,-0.33999999999999997,0.9105779067095588
1745481638.112359,2025-04-24 16:00:38.112362,0.5877505744485294,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.773353368023585e-11,1.9413473576165094e-11,0.198,-0.33999999999999997,0.8946993106617647
1745481639.135741,2025-04-24 16:00:39.135748,0.6062227807138479,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.773353368023585e-11,1.9413473576165094e-11,0.198,-0.33999999999999997,0.8725326631433825
1745481640.144856,2025-04-24 16:00:40.144862,0.6171901807598039,0.0,0.0,neutral,-0.27999999999999997,0.13999999999999999,0.0,1.9413473576165094e-11,1.3589431503315564e-11,0.216,-0.27999999999999997,0.8593717830882353
1745481641.151011,2025-04-24 16:00:41.151013,0.6178076810151144,0.0,0.0,neutral,-0.27999999999999997,0.13999999999999999,0.0,1.3589431503315564e-11,9.512602052320895e-12,0.216,-0.27999999999999997,0.8586307827818627
1745481642.157646,2025-04-24 16:00:42.157649,0.6176465194801879,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.3589431503315564e-11,9.512602052320895e-12,0.198,-0.33999999999999997,0.8588241766237745
1745481643.164423,2025-04-24 16:00:43.164426,0.6043496572457108,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,9.512602052320895e-12,6.658821436624626e-12,0.198,-0.33999999999999997,0.874780411305147
1745481644.168747,2025-04-24 16:00:44.168749,0.602371457567402,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,9.512602052320895e-12,6.658821436624626e-12,0.198,-0.33999999999999997,0.8771542509191177
1745481645.193055,2025-04-24 16:00:45.193058,0.605533997778799,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,6.658821436624626e-12,4.661175005637238e-12,0.198,-0.33999999999999997,0.8733592026654412
1745481646.202394,2025-04-24 16:00:46.202397,0.6080744836345997,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,4.661175005637238e-12,3.262822503946066e-12,0.198,-0.33999999999999997,0.8703106196384803
1745481647.206995,2025-04-24 16:00:47.206998,0.611590229907067,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,4.661175005637238e-12,3.262822503946066e-12,0.198,-0.33999999999999997,0.8660917241115196
1745481648.213997,2025-04-24 16:00:48.214000,0.6023404501123366,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,3.262822503946066e-12,2.283975752762246e-12,0.198,-0.33999999999999997,0.8771914598651961
1745481649.219042,2025-04-24 16:00:49.219045,0.5977728056066176,0.0,0.0,neutral,-0.2,0.0,0.0,2.283975752762246e-12,1.5987830269335722e-12,0.24,-0.2,0.8826726332720589
1745481650.223963,2025-04-24 16:00:50.223966,0.588379212622549,0.0,0.0,neutral,-0.2,0.0,0.0,2.283975752762246e-12,1.5987830269335722e-12,0.24,-0.2,0.8939449448529412
1745481651.230285,2025-04-24 16:00:51.230288,0.5761314753114788,0.0,0.0,neutral,-0.2,0.0,0.0,1.5987830269335722e-12,1.1191481188535004e-12,0.24,-0.2,0.9086422296262254
1745481652.235739,2025-04-24 16:00:52.235742,0.5641454663245506,0.0,0.0,neutral,-0.2,0.0,0.0,1.1191481188535004e-12,7.834036831974502e-13,0.24,-0.2,0.9230254404105392
1745481653.242185,2025-04-24 16:00:53.242187,0.5474714913960376,0.0,0.0,neutral,-0.2,0.0,0.0,1.1191481188535004e-12,7.834036831974502e-13,0.24,-0.2,0.9430342103247549
1745481654.24897,2025-04-24 16:00:54.248973,0.5185370774611928,0.0,0.0,neutral,-0.2,0.0,0.0,7.834036831974502e-13,5.483825782382151e-13,0.24,-0.2,0.9777555070465687
1745481655.254265,2025-04-24 16:00:55.254271,0.5095244906556373,0.0,0.0,neutral,-0.2,0.0,0.0,7.834036831974502e-13,5.483825782382151e-13,0.24,-0.2,0.9885706112132352
1745481656.261029,2025-04-24 16:00:56.261032,0.5139340118208742,0.0,0.0,neutral,-0.2,0.0,0.0,5.483825782382151e-13,3.8386780476675056e-13,0.24,-0.2,0.983279185814951
1745481657.266835,2025-04-24 16:00:57.266841,0.5182471756280638,0.0,0.0,sad,-0.26,0.06999999999999999,0.0,3.8386780476675056e-13,2.6870746333672537e-13,0.222,-0.26,0.9781033892463235
1745481658.269186,2025-04-24 16:00:58.269188,0.5208068799785539,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,3.8386780476675056e-13,2.6870746333672537e-13,0.198,-0.33999999999999997,0.9750317440257353
1745481659.275753,2025-04-24 16:00:59.275755,0.521628577537786,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.6870746333672537e-13,1.8809522433570775e-13,0.198,-0.33999999999999997,0.9740457069546568
1745481660.279396,2025-04-24 16:01:00.279398,0.5229306704452614,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.8809522433570775e-13,1.316666570349954e-13,0.198,-0.33999999999999997,0.9724831954656863
1745481661.286013,2025-04-24 16:01:01.286015,0.5320141697303922,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.8809522433570775e-13,1.316666570349954e-13,0.198,-0.33999999999999997,0.9615829963235294
1745481662.289141,2025-04-24 16:01:02.289145,0.5487261125153186,0.0,0.0,sad,-0.26,0.22000000000000003,0.0,1.316666570349954e-13,9.216665992449678e-14,0.222,-0.26,0.9415286649816177
1745481663.295486,2025-04-24 16:01:03.295491,0.5732535488153595,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.316666570349954e-13,9.216665992449678e-14,0.198,-0.33999999999999997,0.9120957414215686
1745481664.302748,2025-04-24 16:01:04.302751,0.5944932023590687,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,9.216665992449678e-14,6.451666194714774e-14,0.198,-0.33999999999999997,0.8866081571691176
1745481665.305848,2025-04-24 16:01:05.305850,0.6185696837979984,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,6.451666194714774e-14,4.516166336300342e-14,0.198,-0.33999999999999997,0.857716379442402
1745481666.311835,2025-04-24 16:01:06.311838,0.6278914802900327,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,6.451666194714774e-14,4.516166336300342e-14,0.198,-0.33999999999999997,0.8465302236519607
1745481667.315332,2025-04-24 16:01:07.315336,0.6212240093954249,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,4.516166336300342e-14,3.161316435410239e-14,0.198,-0.33999999999999997,0.8545311887254902
1745481668.318664,2025-04-24 16:01:08.318666,0.6041016359017566,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,4.516166336300342e-14,3.161316435410239e-14,0.198,-0.33999999999999997,0.8750780369178921
1745481669.325372,2025-04-24 16:01:09.325374,0.5984534888174019,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,3.161316435410239e-14,2.2129215047871673e-14,0.198,-0.33999999999999997,0.8818558134191177
1745481670.329671,2025-04-24 16:01:10.329673,0.5929389999489378,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.2129215047871673e-14,1.549045053351017e-14,0.198,-0.33999999999999997,0.8884732000612746
1745481671.331163,2025-04-24 16:01:11.331166,0.5969960905586194,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,2.2129215047871673e-14,1.549045053351017e-14,0.198,-0.33999999999999997,0.8836046913296568
1745481672.336583,2025-04-24 16:01:12.336586,0.5999997702205883,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.549045053351017e-14,1.0843315373457119e-14,0.198,-0.33999999999999997,0.880000275735294
1745481673.343189,2025-04-24 16:01:13.343193,0.602285338158701,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.549045053351017e-14,1.0843315373457119e-14,0.198,-0.33999999999999997,0.8772575942095588
1745481674.34932,2025-04-24 16:01:14.349322,0.6046378676470588,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,1.0843315373457119e-14,7.590320761419982e-15,0.198,-0.33999999999999997,0.8744345588235294
1745481675.351764,2025-04-24 16:01:15.351767,0.6061124004289216,0.0,0.0,sad,-0.26,0.22000000000000003,0.0,7.590320761419982e-15,5.3132245329939874e-15,0.222,-0.26,0.8726651194852941
1745481676.358378,2025-04-24 16:01:16.358381,0.6077749661713644,0.0,0.0,sad,-0.18,0.22999999999999998,0.0,7.590320761419982e-15,5.3132245329939874e-15,0.246,-0.18,0.8706700405943627
1745481677.364963,2025-04-24 16:01:17.364966,0.6086931902318219,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,5.3132245329939874e-15,3.719257173095791e-15,0.198,-0.33999999999999997,0.8695681717218138
1745481678.368945,2025-04-24 16:01:18.368947,0.6090983615451389,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,3.719257173095791e-15,2.6034800211670533e-15,0.198,-0.33999999999999997,0.8690819661458333
1745481679.374589,2025-04-24 16:01:19.374592,0.6043353375204249,0.0,0.0,sad,-0.33999999999999997,0.20999999999999996,0.0,3.719257173095791e-15,2.6034800211670533e-15,0.198,-0.33999999999999997,0.8747975949754901
