timestamp,datetime,brightness,noise_level,motion_level,emotion,valence,arousal,typing_speed,focus_level,productivity_score,wellbeing_score,mood_score,environment_score
1745479782.66146,2025-04-24 15:29:42.661462,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479783.667205,2025-04-24 15:29:43.667217,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479784.675484,2025-04-24 15:29:44.675487,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479785.679167,2025-04-24 15:29:45.679170,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479786.684428,2025-04-24 15:29:46.684434,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479787.690018,2025-04-24 15:29:47.690025,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479788.693764,2025-04-24 15:29:48.693769,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479789.697111,2025-04-24 15:29:49.697117,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479790.702445,2025-04-24 15:29:50.702451,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479791.708319,2025-04-24 15:29:51.708325,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479792.711655,2025-04-24 15:29:52.711663,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479793.715,2025-04-24 15:29:53.715006,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479794.720855,2025-04-24 15:29:54.720861,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479795.725966,2025-04-24 15:29:55.725972,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479796.732293,2025-04-24 15:29:56.732300,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479797.733726,2025-04-24 15:29:57.733733,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479798.73826,2025-04-24 15:29:58.738266,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479799.741872,2025-04-24 15:29:59.741879,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479800.74448,2025-04-24 15:30:00.744487,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479801.750734,2025-04-24 15:30:01.750741,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479802.754454,2025-04-24 15:30:02.754462,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479803.76026,2025-04-24 15:30:03.760266,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479804.762908,2025-04-24 15:30:04.762914,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479805.767748,2025-04-24 15:30:05.767755,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479806.772989,2025-04-24 15:30:06.772996,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479807.777428,2025-04-24 15:30:07.777439,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479808.783685,2025-04-24 15:30:08.783692,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479809.789776,2025-04-24 15:30:09.789783,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479810.796374,2025-04-24 15:30:10.796385,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479811.802236,2025-04-24 15:30:11.802243,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479812.808591,2025-04-24 15:30:12.808598,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479813.814861,2025-04-24 15:30:13.814869,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479814.817124,2025-04-24 15:30:14.817132,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479815.822978,2025-04-24 15:30:15.822984,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479816.829293,2025-04-24 15:30:16.829299,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479817.834921,2025-04-24 15:30:17.834928,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479818.841244,2025-04-24 15:30:18.841251,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479819.847174,2025-04-24 15:30:19.847179,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479820.851117,2025-04-24 15:30:20.851125,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479821.862782,2025-04-24 15:30:21.862797,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479822.867368,2025-04-24 15:30:22.867376,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479823.871938,2025-04-24 15:30:23.871944,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479824.878172,2025-04-24 15:30:24.878179,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479825.880798,2025-04-24 15:30:25.880806,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479826.886656,2025-04-24 15:30:26.886662,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479827.888105,2025-04-24 15:30:27.888112,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479828.892502,2025-04-24 15:30:28.892508,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479829.896019,2025-04-24 15:30:29.896025,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479830.901787,2025-04-24 15:30:30.901793,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479831.904918,2025-04-24 15:30:31.904924,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479832.907969,2025-04-24 15:30:32.907976,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479833.912872,2025-04-24 15:30:33.912880,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479834.915928,2025-04-24 15:30:34.915935,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479835.92168,2025-04-24 15:30:35.921693,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479836.922712,2025-04-24 15:30:36.922719,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479837.928571,2025-04-24 15:30:37.928583,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479838.931486,2025-04-24 15:30:38.931493,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479839.93728,2025-04-24 15:30:39.937289,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479840.940112,2025-04-24 15:30:40.940118,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479841.942018,2025-04-24 15:30:41.942024,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479842.94784,2025-04-24 15:30:42.947848,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479843.951984,2025-04-24 15:30:43.951994,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479844.954069,2025-04-24 15:30:44.954076,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479845.960065,2025-04-24 15:30:45.960072,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479846.968761,2025-04-24 15:30:46.968774,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479847.973938,2025-04-24 15:30:47.973944,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479848.978226,2025-04-24 15:30:48.978233,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479849.984542,2025-04-24 15:30:49.984548,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479850.989859,2025-04-24 15:30:50.989866,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479851.996304,2025-04-24 15:30:51.996310,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479852.999915,2025-04-24 15:30:52.999922,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479854.00553,2025-04-24 15:30:54.005536,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479855.009382,2025-04-24 15:30:55.009388,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479856.01338,2025-04-24 15:30:56.013387,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479857.01796,2025-04-24 15:30:57.017968,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479858.021332,2025-04-24 15:30:58.021358,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479859.027014,2025-04-24 15:30:59.027022,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479860.03122,2025-04-24 15:31:00.031226,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479861.036948,2025-04-24 15:31:01.036955,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479862.042647,2025-04-24 15:31:02.042656,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479863.04881,2025-04-24 15:31:03.048819,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479864.054506,2025-04-24 15:31:04.054512,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479865.060254,2025-04-24 15:31:05.060261,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479866.06475,2025-04-24 15:31:06.064757,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479867.066177,2025-04-24 15:31:07.066184,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479868.067223,2025-04-24 15:31:08.067230,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479869.071148,2025-04-24 15:31:09.071164,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479870.077845,2025-04-24 15:31:10.077851,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479871.081265,2025-04-24 15:31:11.081272,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479872.088151,2025-04-24 15:31:12.088157,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479873.094374,2025-04-24 15:31:13.094380,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479874.100604,2025-04-24 15:31:14.100611,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479875.105815,2025-04-24 15:31:15.105825,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479876.109237,2025-04-24 15:31:16.109244,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479877.111176,2025-04-24 15:31:17.111185,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479878.114188,2025-04-24 15:31:18.114196,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479879.11678,2025-04-24 15:31:19.116787,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479880.119839,2025-04-24 15:31:20.119845,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479881.122373,2025-04-24 15:31:21.122379,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479882.128134,2025-04-24 15:31:22.128144,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479883.134406,2025-04-24 15:31:23.134421,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479884.140177,2025-04-24 15:31:24.140183,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479885.143076,2025-04-24 15:31:25.143084,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479886.148814,2025-04-24 15:31:26.148820,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479887.154585,2025-04-24 15:31:27.154597,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479888.157773,2025-04-24 15:31:28.157779,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479889.164002,2025-04-24 15:31:29.164007,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
1745479890.169802,2025-04-24 15:31:30.169809,0.0,0.0,0.0,neutral,0.0,0.0,0.0,0.5,0.35,0.3,0.0,0.4
